lokasi,harga,kamar_tidur,bangunan,lahan,alamat,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,pendingin_ruangan,air_panas,telepon,televisi,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,malioboro,masjid_jogokariyan,malioboro_mall,universitas_ahmad_dahlan,terminal_giwangan,universitas_gadjah_mada,universitas_sarjanawiyata_tamansiswa,universitas_pembangunan_nasional_veteran_yogyakarta,lippo_plaza_jogja,masjid_gedhe_kauman,universitas_islam_indonesia,sleman_city_hall,institut_seni_indonesia_yogyakarta,sekolah_tinggi_teknologi_adisutjipto,universitas_jenderal_achmad_yani,universitas_tidar,jogja_city_mall,ambarrukmo_plaza,universitas_muhammadiyah_yogyakarta,monumen_jogja_kembali,stasiun_yogyakarta,universitas_teknologi_yogyakarta,universitas_negeri_yogyakarta,sman_1_teladan_yogyakarta,rs_panti_nugroho,galeria_mall,rumah_sakit_jogja_international_hospital,universitas_kristen_duta_wacana,stasiun_tugu,institut_sains_dan_teknologi_akprind,tugu_yogyakarta,universitas_aisyiyah,universitas_atmajaya_yogyakarta,rs_sardjito_yogyakarta,sman_6_yogyakarta,stmik_amikom_yogyakarta,universitas_islam_negeri_sunan_kalijaga,gereja_saint_francis_xaverius_yogyakarta,sahid_j_walk,rumah_sakit_panti_rapih,universitas_sanata_dharma_yogyakarta,sman_3_yogyakarta,jenis_rumah,kategori,latitude,longitude
Umbulharjo,675000000,3,90,114,"Malangrejo, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta, Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,1200000000,4,125,150,"(Tlp/WA -), Kotagede, Yogyakarta",2,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81831055,110.3979409
Umbulharjo,4000000000,13,500,418,"Jl. Veteran No.76, Warungboto, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55164, Umbulharjo, Yogyakarta",8,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.8143777,110.3873737
Mantrijeron,1450000000,3,130,107,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Mantrijeron,875000000,3,55,125,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,3900000000,8,231,240,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",9,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.8143777,110.3873737
Mantrijeron,1400000000,2,90,130,"Mantrijeron, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Gondokusuman,1700000000,7,197,197,"Gondokusuman, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.78674395,110.3809996
Mantrijeron,1200000000,4,150,196,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Umbulharjo,850000000,2,130,159,"Umbulharjo, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Wirobrajan,2000000000,3,100,100,"Jl. Pandu, Wirobrajan, Kota Yogyakarta, Wirobrajan, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,residence,non premium,-7.8026238,110.3504467
Yogyakarta,700000000,3,80,104,Yogyakarta,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,395000000,2,36,90,Yogyakarta,1,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Umbulharjo,2900000000,9,250,241,"Umbulharjo, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Umbulharjo,1350000000,4,140,111,"Wirosaban, Umbulharjo, kodya, Umbulharjo, Yogyakarta",3,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.8143777,110.3873737
Gondokusuman,1400000000,4,250,128,"Gondokusuman, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Mergangsan,2200000000,4,108,150,"Mergangsan, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8147344,110.372558
Gondokusuman,755000000,2,69,120,"Gondokusuman, Yogyakarta",1,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Gondokusuman,350000000,2,100,121,"Gondokusuman, Yogyakarta",1,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Mantrijeron,1700000000,3,123,108,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,cluster,non premium,-7.81806785,110.3597226
Umbulharjo,1800000000,6,220,160,"Umbulharjo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Kotagede,3800000000,5,300,273,"Kotagede, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ruko,non premium,-7.81831055,110.3979409
Gondokusuman,3250000000,10,250,376,"Gondokusuman, Yogyakarta",6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.78674395,110.3809996
Kotagede,3500000000,9,350,386,"Kotagede, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ruko,non premium,-7.81831055,110.3979409
Gondokusuman,1450000000,4,140,204,"Gondokusuman, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Tegalrejo,2400000000,4,191,171,"Tegalrejo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,residence,premium,-7.78045495,110.355073
Wirobrajan,550000000,3,100,156,"Wirobrajan, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Tegalrejo,2400000000,4,191,171,"Tegalrejo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78045495,110.355073
Umbulharjo,2500000000,3,160,136,"Umbulharjo, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Gondokusuman,1200000000,3,100,115,"Gondokusuman, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.78674395,110.3809996
Mergangsan,1500000000,10,148,197,"Mergangsan, Yogyakarta",6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8147344,110.372558
Mergangsan,7000000000,4,400,527,"Mergangsan, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.8147344,110.372558
Jetis,3500000000,5,340,180,"Jetis, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,residence,premium,-7.7815139,110.3646692
Umbulharjo,950000000,3,110,116,"Umbulharjo, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ruko,non premium,-7.8143777,110.3873737
Mantrijeron,995000000,2,90,120,"Mantrijeron, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Jetis,4650000000,4,280,307,"Jetis, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.7815139,110.3646692
Umbulharjo,2000000000,10,360,183,"Umbulharjo, Yogyakarta",9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Kraton,4500000000,5,300,300,"Kraton, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,rumah biasa,non premium,-7.8087986,110.3627263
Kraton,1400000000,6,200,243,"Jl. Suryoputran, Kraton, Yogyakarta",2,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,rumah biasa,non premium,-7.8087986,110.3627263
Mantrijeron,3000000000,3,140,280,"Mantrijeron, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,premium,-7.81806785,110.3597226
Wirobrajan,2800000000,4,270,213,"Wirobrajan, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,2500000000,5,250,245,"Wirobrajan, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Gondokusuman,2500000000,5,228,253,"Gondokusuman, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,non premium,-7.78674395,110.3809996
Tegalrejo,1300000000,3,110,110,"Tegalrejo, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,kantor,non premium,-7.78045495,110.355073
Umbulharjo,1200000000,4,130,170,"Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Gondokusuman,1300000000,5,220,150,"Gondokusuman, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,perumahan biasa,premium,-7.78674395,110.3809996
Umbulharjo,1700000000,10,225,225,"Umbulharjo, Yogyakarta",9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8143777,110.3873737
Umbulharjo,1550000000,3,126,128,"Umbulharjo, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,residence,premium,-7.8143777,110.3873737
Mantrijeron,1000000000,5,100,150,"Mantrijeron, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.81806785,110.3597226
Kotagede,700000000,10,100,128,"Kotagede, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.81831055,110.3979409
Umbulharjo,7000000000,10,530,525,"Umbulharjo, Yogyakarta",5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,2400000000,3,150,136,"Umbulharjo, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.8143777,110.3873737
Kraton,2300000000,7,300,330,"Patehan Kel., Kraton, Yogyakarta, Indonesia, Kraton, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,rumah biasa,non premium,-7.8087986,110.3627263
Yogyakarta,2000000000,3,160,209,Yogyakarta,1,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Yogyakarta,1500000000,5,185,200,Yogyakarta,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Umbulharjo,1300000000,5,130,90,"Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",5,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,penginapan,non premium,-7.8143777,110.3873737
Wirobrajan,750000000,9,250,191,"Jalan Wirobrajan, Yogyakarta 55261, Indonesia, Wirobrajan, Yogyakarta",3,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,kost,non premium,-7.8026238,110.3504467
Wirobrajan,1248600000,2,65,93,"Perumahan Tjokro Riverview No. F9, Pakuncen, Wirobrajan, Yogyakarta, Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,1585200000,2,65,126,"Perumahan Tjokro Riverview No. A9, Pakuncen, Wirobrajan, Yogyakarta, Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Wirobrajan,1666800000,2,65,134,"Perumahan Tjokro Riverview No. 10, Pakuncen, Wirobrajan,  Yogyakarta, Wirobrajan, Yogyakarta",1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8026238,110.3504467
Yogyakarta,850000000,4,100,100,Yogyakarta,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7893073,110.3633321
Gondokusuman,2670000000,5,210,189,"Baciro Kel., Gondokusuman, Yogyakarta, Indonesia, Gondokusuman, Yogyakarta",4,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.78674395,110.3809996
Umbulharjo,830000000,3,96,60,"Sorosutan Kel., Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Umbulharjo,2600000000,5,225,210,"Muja Muju Kel., Umbulharjo, Yogyakarta, Indonesia, Umbulharjo, Yogyakarta",6,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.8143777,110.3873737
Danurejan,5500000000,3,240,258,"Tegal Panggung Kel., Danurejan, Yogyakarta, Indonesia, Danurejan, Yogyakarta",2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,rumah biasa,non premium,-7.7928424,110.3717946
